item_identifier,item_weight,item_fat_content,item_visibility,item_type,item_mrp,outlet_identifier,outlet_establishment_year,outlet_size,outlet_location_type,outlet_type,item_outlet_sales,new_item_type,outlet_years
FDE40,15.6,Regular,0.094094574,Dairy,62.9194,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.652194,Food,28
FDX49,4.615,Regular,0.09652639,Canned,232.63,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.586661,Food,28
NCM53,18.75,Low Fat,0.050832324,Health and Hygiene,104.628,OUT045,2002,Small,Tier 2,Supermarket Type1,6.614318,Non-Consumables,11
FDE36,5.26,Regular,0.040915895,Baking Goods,161.8868,OUT035,2004,Small,Tier 2,Supermarket Type1,8.094297,Food,9
FDN57,18.25,Low Fat,0.05291895,Snack Foods,140.2154,OUT045,2002,Small,Tier 2,Supermarket Type1,7.4394326,Food,11
FDI24,10.3,Low Fat,0.07544368,Baking Goods,177.937,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.81055,Food,28
FDI19,15.1,Low Fat,0.05101537,Meat,242.7512,OUT046,1997,Small,Tier 1,Supermarket Type1,8.323601,Food,16
FDF24,15.5,Regular,0.041588064,Baking Goods,81.5934,OUT010,1998,Small,Tier 3,Grocery Store,5.7917128,Food,15
FDG52,13.65,Low Fat,0.063662715,Frozen Foods,45.7402,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.660554,Food,14
DRF36,16.1,Low Fat,0.023350358,Soft Drinks,189.3846,OUT045,2002,Small,Tier 2,Supermarket Type1,8.197155,Drinks,11
FDS45,5.175,Regular,0.05035428,Snack Foods,107.3622,OUT019,1985,Small,Tier 1,Grocery Store,5.760751,Food,28
FDX40,12.85,Low Fat,0.15331681,Frozen Foods,39.7164,OUT010,1998,Small,Tier 3,Grocery Store,5.4454365,Food,15
DRK12,9.5,Low Fat,0.041025236,Soft Drinks,32.99,OUT035,2004,Small,Tier 2,Supermarket Type1,4.8915515,Drinks,9
DRC27,13.8,Low Fat,0.056466796,Dairy,245.1802,OUT035,2004,Small,Tier 2,Supermarket Type1,8.639524,Drinks,9
FDL58,5.78,Regular,0.068767466,Snack Foods,263.7568,OUT017,2007,Small,Tier 2,Supermarket Type1,7.8772335,Food,6
NCD30,19.7,Low Fat,0.02654817,Household,96.0726,OUT045,2002,Small,Tier 2,Supermarket Type1,7.148616,Non-Consumables,11
NCZ54,14.65,Low Fat,0.07735554,Household,161.5552,OUT010,1998,Small,Tier 3,Grocery Store,5.7835493,Non-Consumables,15
FDE10,6.67,Regular,0.14024419,Snack Foods,130.0626,OUT010,1998,Small,Tier 3,Grocery Store,4.8764377,Food,15
FDR44,6.11,Regular,0.0863266,Fruits and Vegetables,131.2968,OUT010,1998,Small,Tier 3,Grocery Store,5.564496,Food,15
FDP28,13.65,Regular,0.12661117,Frozen Foods,260.0936,OUT010,1998,Small,Tier 3,Grocery Store,5.564496,Food,15
FDX15,17.2,Low Fat,0.14511177,Meat,160.6578,OUT013,1987,High,Tier 3,Supermarket Type1,8.213525,Food,26
FDA39,6.32,Low Fat,0.012134362,Meat,40.2822,OUT035,2004,Small,Tier 2,Supermarket Type1,7.0380673,Food,9
FDY24,4.88,Regular,0.1254873,Baking Goods,52.9298,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.5986013,Food,14
FDC60,5.425,Regular,0.10896193,Baking Goods,88.3514,OUT017,2007,Small,Tier 2,Supermarket Type1,7.2561717,Food,6
FDH28,15.85,Regular,0.10438794,Frozen Foods,37.2506,OUT046,1997,Small,Tier 1,Supermarket Type1,5.5821953,Food,16
FDT25,7.5,Low Fat,0.04977829,Canned,121.7072,OUT017,2007,Small,Tier 2,Supermarket Type1,8.175466,Food,6
DRJ13,12.65,Low Fat,0.060942657,Soft Drinks,161.5578,OUT013,1987,High,Tier 3,Supermarket Type1,7.7860813,Drinks,26
NCO07,9.06,Low Fat,0.016972138,Others,211.956,OUT019,1985,Small,Tier 1,Grocery Store,5.361555,Non-Consumables,28
FDW20,20.75,Low Fat,0.023842819,Fruits and Vegetables,124.173,OUT013,1987,High,Tier 3,Supermarket Type1,7.991644,Food,26
DRF27,8.93,Low Fat,0.04855678,Dairy,152.134,OUT019,1985,Small,Tier 1,Grocery Store,5.0313134,Drinks,28
FDS49,9.0,Low Fat,0.0617062,Canned,79.7644,OUT035,2004,Small,Tier 2,Supermarket Type1,7.408441,Food,9
FDX25,16.7,Low Fat,0.09672878,Canned,181.9292,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.039576,Food,28
NCX42,6.36,Low Fat,0.005932015,Household,165.6526,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.469918,Non-Consumables,28
FDG33,5.365,Regular,0.13064323,Seafood,170.4764,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.141926,Food,28
FDL56,14.1,Low Fat,0.118703224,Fruits and Vegetables,86.4198,OUT045,2002,Small,Tier 2,Supermarket Type1,7.0333805,Food,11
FDF14,7.55,Low Fat,0.026802268,Canned,152.334,OUT035,2004,Small,Tier 2,Supermarket Type1,7.8645267,Food,9
NCD06,13.0,Low Fat,0.0946966,Household,45.406,OUT046,1997,Small,Tier 1,Supermarket Type1,6.4066787,Non-Consumables,16
DRM47,9.3,Low Fat,0.042651035,Hard Drinks,192.8846,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.7376227,Drinks,28
FDS46,17.6,Regular,0.079496235,Snack Foods,118.7782,OUT019,1985,Small,Tier 1,Grocery Store,4.7806196,Food,28
FDB35,12.3,Regular,0.06256646,Starchy Foods,92.9804,OUT013,1987,High,Tier 3,Supermarket Type1,7.56501,Food,26
FDX21,7.05,Low Fat,0.08116937,Snack Foods,109.8912,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.6375394,Food,28
NCU05,11.8,Low Fat,0.05680728,Health and Hygiene,79.9618,OUT027,1985,Medium,Tier 3,Supermarket Type3,5.487637,Non-Consumables,28
NCR38,17.25,Low Fat,0.10773152,Household,251.3724,OUT045,2002,Small,Tier 2,Supermarket Type1,8.823965,Non-Consumables,11
NCR18,15.85,Low Fat,0.02039413,Household,42.7112,OUT017,2007,Small,Tier 2,Supermarket Type1,6.4601674,Non-Consumables,6
NCU41,18.85,Low Fat,0.050735865,Health and Hygiene,192.1846,OUT035,2004,Small,Tier 2,Supermarket Type1,8.08593,Non-Consumables,9
FDY56,16.35,Regular,0.060873467,Fruits and Vegetables,227.6062,OUT017,2007,Small,Tier 2,Supermarket Type1,8.88497,Food,6
DRJ51,14.1,Low Fat,0.08432025,Dairy,229.0668,OUT035,2004,Small,Tier 2,Supermarket Type1,8.078731,Drinks,9
FDK21,7.905,Low Fat,0.009960653,Snack Foods,249.0408,OUT035,2004,Small,Tier 2,Supermarket Type1,8.230873,Food,9
FDY25,12.0,Low Fat,0.03338271,Canned,179.3976,OUT013,1987,High,Tier 3,Supermarket Type1,8.143476,Food,26
FDU44,12.15,Regular,0.056772202,Fruits and Vegetables,163.4552,OUT035,2004,Small,Tier 2,Supermarket Type1,6.8821616,Food,9
FDL43,10.1,Low Fat,0.026745584,Meat,75.367,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.284076,Food,14
FDF05,17.5,Low Fat,0.026664212,Frozen Foods,262.491,OUT017,2007,Small,Tier 2,Supermarket Type1,8.567852,Food,6
DRF15,18.35,Low Fat,0.056525324,Dairy,152.034,OUT019,1985,Small,Tier 1,Grocery Store,5.7244606,Drinks,28
FDL20,17.1,Low Fat,0.12127707,Fruits and Vegetables,112.3886,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.4838166,Food,4
FDV32,7.785,Low Fat,0.085118696,Fruits and Vegetables,61.451,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.6320176,Food,14
FDJ34,11.8,Regular,0.08945469,Snack Foods,125.9704,OUT013,1987,High,Tier 3,Supermarket Type1,7.5377264,Food,26
FDG08,13.15,Regular,0.1533172,Fruits and Vegetables,171.8764,OUT045,2002,Small,Tier 2,Supermarket Type1,8.237236,Food,11
FDQ04,6.4,Low Fat,0.13836324,Frozen Foods,41.5796,OUT019,1985,Small,Tier 1,Grocery Store,3.7203684,Food,28
FDW13,8.5,Low Fat,0.093889534,Canned,51.1324,OUT017,2007,Small,Tier 2,Supermarket Type1,5.5593805,Food,6
NCI17,8.645,Low Fat,0.1339217,Health and Hygiene,96.341,OUT013,1987,High,Tier 3,Supermarket Type1,5.263115,Non-Consumables,26
FDY03,17.6,Regular,0.07350713,Meat,110.9202,OUT045,2002,Small,Tier 2,Supermarket Type1,7.431183,Food,11
FDS12,9.1,Low Fat,0.16135618,Baking Goods,127.5362,OUT017,2007,Small,Tier 2,Supermarket Type1,8.445899,Food,6
FDJ55,12.8,Regular,0.023239234,Meat,225.9404,OUT013,1987,High,Tier 3,Supermarket Type1,8.507322,Food,26
DRK01,7.63,Low Fat,0.059261587,Soft Drinks,95.4436,OUT035,2004,Small,Tier 2,Supermarket Type1,7.2571115,Drinks,9
FDG28,9.285,Regular,0.048370115,Frozen Foods,246.4144,OUT017,2007,Small,Tier 2,Supermarket Type1,7.110755,Food,6
FDY38,13.6,Regular,0.11280902,Dairy,231.03,OUT045,2002,Small,Tier 2,Supermarket Type1,8.586661,Food,11
FDN01,8.895,Low Fat,0.07003489,Breakfast,176.237,OUT045,2002,Small,Tier 2,Supermarket Type1,7.4755487,Food,11
NCR54,16.35,Low Fat,0.08662422,Household,195.211,OUT013,1987,High,Tier 3,Supermarket Type1,7.8451586,Non-Consumables,26
FDG29,17.6,Low Fat,0.054720234,Frozen Foods,43.3454,OUT013,1987,High,Tier 3,Supermarket Type1,6.9144225,Food,26
FDG24,7.975,Low Fat,0.014513146,Baking Goods,85.225,OUT013,1987,High,Tier 3,Supermarket Type1,6.9864974,Food,26
FDG59,15.85,Low Fat,0.042560443,Starchy Foods,36.7164,OUT017,2007,Small,Tier 2,Supermarket Type1,5.7331185,Food,6
FDM28,15.7,Low Fat,0.04417595,Frozen Foods,178.666,OUT013,1987,High,Tier 3,Supermarket Type1,7.8307133,Food,26
FDW04,8.985,Regular,0.0562169,Frozen Foods,128.831,OUT046,1997,Small,Tier 1,Supermarket Type1,7.2641287,Food,16
FDS26,20.35,Low Fat,0.08562227,Dairy,260.1594,OUT013,1987,High,Tier 3,Supermarket Type1,7.6464853,Food,26
FDQ56,6.59,Low Fat,0.100306265,Fruits and Vegetables,85.6908,OUT013,1987,High,Tier 3,Supermarket Type1,7.56501,Food,26
FDK51,19.85,Low Fat,0.0052205026,Dairy,264.0884,OUT035,2004,Small,Tier 2,Supermarket Type1,8.670729,Food,9
FDL22,16.85,Low Fat,0.035743687,Snack Foods,91.4488,OUT046,1997,Small,Tier 1,Supermarket Type1,7.641383,Food,16
FDH19,19.35,Low Fat,0.03239772,Meat,173.1738,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.895424,Food,28
FDY55,16.75,Low Fat,0.07812012,Fruits and Vegetables,256.4988,OUT013,1987,High,Tier 3,Supermarket Type1,8.916368,Food,26
FDY03,17.6,Regular,0.07376372,Meat,110.5202,OUT017,2007,Small,Tier 2,Supermarket Type1,6.109427,Food,6
FDK21,7.905,Low Fat,0.016619693,Snack Foods,250.4408,OUT010,1998,Small,Tier 3,Grocery Store,6.2159705,Food,15
FDZ10,17.85,Low Fat,0.04329718,Snack Foods,126.202,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.207554,Food,28
FDZ32,7.785,Regular,0.037573285,Fruits and Vegetables,103.1964,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.6017394,Food,4
NCZ18,7.825,Low Fat,0.17061386,Household,253.0698,OUT035,2004,Small,Tier 2,Supermarket Type1,8.7140875,Non-Consumables,9
NCF07,9.0,Low Fat,0.03137023,Household,101.0016,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.661637,Non-Consumables,28
DRE49,20.75,Low Fat,0.02114506,Soft Drinks,153.0024,OUT017,2007,Small,Tier 2,Supermarket Type1,7.73063,Drinks,6
FDJ08,11.1,Low Fat,0.17711852,Fruits and Vegetables,190.3846,OUT019,1985,Small,Tier 1,Grocery Store,6.3513284,Food,28
FDT39,6.26,Regular,0.009817696,Meat,151.1366,OUT035,2004,Small,Tier 2,Supermarket Type1,7.7262344,Food,9
FDE08,18.2,Low Fat,0.079320334,Fruits and Vegetables,147.3734,OUT010,1998,Small,Tier 3,Grocery Store,5.693553,Food,15
NCD06,13.0,Low Fat,0.095064595,Household,46.306,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.326636,Non-Consumables,4
FDB57,20.25,Regular,0.018626984,Fruits and Vegetables,222.1772,OUT035,2004,Small,Tier 2,Supermarket Type1,8.623251,Food,9
NCT54,8.695,Low Fat,0.11307994,Household,95.5094,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.121028,Non-Consumables,14
DRF49,7.27,Low Fat,0.06880014,Soft Drinks,113.5518,OUT045,2002,Small,Tier 2,Supermarket Type1,6.3443356,Drinks,11
FDM25,10.695,Regular,0.058619756,Breakfast,174.0712,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.260225,Food,28
FDF20,12.85,Low Fat,0.032745507,Fruits and Vegetables,198.4768,OUT045,2002,Small,Tier 2,Supermarket Type1,7.2295036,Food,11
FDH27,7.075,Low Fat,0.05693275,Dairy,142.7128,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.533462,Food,4
FDV60,20.2,Regular,0.11046111,Baking Goods,196.211,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.612413,Food,28
FDY59,8.195,Low Fat,0.030967776,Baking Goods,94.3462,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.830293,Food,14
FDK36,7.09,Low Fat,0.0071880543,Baking Goods,47.9034,OUT035,2004,Small,Tier 2,Supermarket Type1,6.3686,Food,9
NCM31,6.095,Low Fat,0.078068405,Others,141.4154,OUT046,1997,Small,Tier 1,Supermarket Type1,7.2571115,Non-Consumables,16
FDE33,19.35,Regular,0.048710506,Fruits and Vegetables,80.2644,OUT017,2007,Small,Tier 2,Supermarket Type1,6.8488255,Food,6
FDU36,6.15,Low Fat,0.045232367,Baking Goods,99.3384,OUT046,1997,Small,Tier 1,Supermarket Type1,7.7685003,Food,16
FDV13,17.35,Regular,0.02710644,Canned,87.9856,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.086954,Food,28
FDV20,20.2,Regular,0.09957791,Fruits and Vegetables,125.2678,OUT019,1985,Small,Tier 1,Grocery Store,5.538655,Food,28
NCQ54,17.7,Low Fat,0.012462029,Household,167.0474,OUT035,2004,Small,Tier 2,Supermarket Type1,8.681972,Non-Consumables,9
FDO23,17.85,Low Fat,0.13717061,Breads,93.7436,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.033968,Food,4
DRE60,9.395,Low Fat,0.14812478,Soft Drinks,224.972,OUT045,2002,Small,Tier 2,Supermarket Type1,8.94854,Drinks,11
DRP47,15.75,Low Fat,0.13225436,Hard Drinks,250.5382,OUT017,2007,Small,Tier 2,Supermarket Type1,7.9286656,Drinks,6
FDB21,7.475,Low Fat,0.13873689,Fruits and Vegetables,241.2854,OUT045,2002,Small,Tier 2,Supermarket Type1,8.578679,Food,11
FDR04,7.075,Low Fat,0.021425668,Frozen Foods,98.0068,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.774065,Food,4
FDX23,6.445,Low Fat,0.029259497,Baking Goods,92.6436,OUT046,1997,Small,Tier 1,Supermarket Type1,6.946956,Food,16
FDX19,19.1,Low Fat,0.09231983,Fruits and Vegetables,235.0958,OUT035,2004,Small,Tier 2,Supermarket Type1,8.01897,Food,9
FDD40,20.25,Regular,0.014682246,Dairy,193.6162,OUT035,2004,Small,Tier 2,Supermarket Type1,8.255393,Food,9
FDA01,15.0,Regular,0.052951258,Canned,59.1904,OUT046,1997,Small,Tier 1,Supermarket Type1,6.2677956,Food,16
FDS33,6.67,Regular,0.11638525,Snack Foods,89.1514,OUT046,1997,Small,Tier 1,Supermarket Type1,7.77942,Food,16
FDM50,13.0,Regular,0.02950391,Canned,60.222,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.425248,Food,28
FDB29,16.7,Regular,0.05104292,Frozen Foods,112.7176,OUT013,1987,High,Tier 3,Supermarket Type1,6.686639,Food,26
FDF46,7.07,Low Fat,0.08971377,Snack Foods,115.5834,OUT045,2002,Small,Tier 2,Supermarket Type1,7.144421,Food,11
FDA33,6.48,Low Fat,0.03340445,Snack Foods,148.0076,OUT045,2002,Small,Tier 2,Supermarket Type1,6.787671,Food,11
FDC08,19.0,Regular,0.15969592,Fruits and Vegetables,228.272,OUT010,1998,Small,Tier 3,Grocery Store,6.115327,Food,15
FDB53,13.35,Low Fat,0.13079597,Frozen Foods,147.5392,OUT045,2002,Small,Tier 2,Supermarket Type1,8.262977,Food,11
FDY31,5.98,Low Fat,0.042438507,Fruits and Vegetables,146.6418,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.392594,Food,28
DRQ35,9.3,Low Fat,0.041225098,Hard Drinks,122.4388,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.60317,Drinks,28
FDX36,9.695,Regular,0.12087397,Baking Goods,223.9404,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.507322,Food,14
DRD13,15.0,Low Fat,0.048177667,Soft Drinks,62.6168,OUT017,2007,Small,Tier 2,Supermarket Type1,6.8656325,Drinks,6
FDC52,11.15,Regular,0.008292259,Dairy,149.9708,OUT017,2007,Small,Tier 2,Supermarket Type1,7.578718,Food,6
FDB45,20.85,Low Fat,0.021137964,Fruits and Vegetables,103.2306,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.784974,Food,14
NCK19,9.8,Low Fat,0.14099677,Others,194.3478,OUT010,1998,Small,Tier 3,Grocery Store,5.9597044,Non-Consumables,15
FDV51,16.35,Low Fat,0.03199449,Meat,165.0842,OUT013,1987,High,Tier 3,Supermarket Type1,6.9024463,Food,26
FDZ35,9.6,Regular,0.022078132,Breads,101.299,OUT045,2002,Small,Tier 2,Supermarket Type1,7.4698725,Food,11
NCW17,18.0,Low Fat,0.019108616,Health and Hygiene,129.9994,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.11402,Non-Consumables,28
FDV59,13.35,Low Fat,0.047002323,Breads,216.7166,OUT045,2002,Small,Tier 2,Supermarket Type1,8.273566,Food,11
DRH39,20.7,Low Fat,0.08857214,Dairy,76.367,OUT013,1987,High,Tier 3,Supermarket Type1,5.7244606,Drinks,26
FDN60,15.1,Low Fat,0.09047787,Baking Goods,158.4604,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.361341,Food,28
FDU55,16.2,Low Fat,0.0353518,Fruits and Vegetables,260.6278,OUT045,2002,Small,Tier 2,Supermarket Type1,8.395155,Food,11
FDN58,13.8,Regular,0.05505335,Snack Foods,230.9984,OUT027,1985,Medium,Tier 3,Supermarket Type3,9.1343155,Food,28
FDC41,15.6,Low Fat,0.18623057,Frozen Foods,76.867,OUT019,1985,Small,Tier 1,Grocery Store,5.4367785,Food,28
FDO01,21.1,Regular,0.020408643,Breakfast,129.3994,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.628513,Food,28
NCO43,5.5,Low Fat,0.046022724,Others,101.3016,OUT046,1997,Small,Tier 1,Supermarket Type1,8.113622,Non-Consumables,16
FDQ07,15.1,Regular,0.083958834,Fruits and Vegetables,221.7456,OUT045,2002,Small,Tier 2,Supermarket Type1,8.765665,Food,11
FDF28,15.7,Regular,0.037371792,Frozen Foods,122.9046,OUT017,2007,Small,Tier 2,Supermarket Type1,7.5969315,Food,6
FDM01,7.895,Regular,0.0908476,Breakfast,104.4332,OUT017,2007,Small,Tier 2,Supermarket Type1,7.9623914,Food,6
FDY49,17.2,Regular,0.0118830195,Canned,164.5184,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.939876,Food,28
FDR24,17.35,Regular,0.06090635,Baking Goods,88.183,OUT013,1987,High,Tier 3,Supermarket Type1,6.2902684,Food,26
NCY18,7.285,Low Fat,0.030651126,Household,174.3054,OUT013,1987,High,Tier 3,Supermarket Type1,8.384264,Non-Consumables,26
NCY30,20.25,Low Fat,0.025673488,Household,180.9976,OUT045,2002,Small,Tier 2,Supermarket Type1,7.9070864,Non-Consumables,11
FDJ22,18.75,Low Fat,0.08843562,Snack Foods,190.9504,OUT019,1985,Small,Tier 1,Grocery Store,5.949342,Food,28
DRI37,15.85,Low Fat,0.10234462,Soft Drinks,59.5904,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.5554776,Drinks,14
FDL27,6.17,Low Fat,0.010591192,Meat,66.3826,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.5691423,Food,14
NCO30,19.5,Low Fat,0.015626607,Household,182.2608,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.104007,Non-Consumables,14
NCB07,19.2,Low Fat,0.07476238,Household,197.611,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.052798,Non-Consumables,14
FDX25,16.7,Low Fat,0.07849447,Canned,181.2292,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.8454194,Food,4
FDP59,20.85,Regular,0.055146806,Breads,104.0648,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.533462,Food,4
FDR59,14.5,Regular,0.062028874,Breads,260.4594,OUT045,2002,Small,Tier 2,Supermarket Type1,8.611566,Food,11
FDT27,11.395,Regular,0.06721861,Meat,233.1616,OUT013,1987,High,Tier 3,Supermarket Type1,8.714962,Food,26
DRI01,7.97,Low Fat,0.033872735,Soft Drinks,174.0422,OUT046,1997,Small,Tier 1,Supermarket Type1,7.8581123,Drinks,16
FDU09,7.71,Regular,0.06457041,Snack Foods,55.2956,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.1354475,Food,14
FDH26,19.25,Regular,0.034111276,Canned,141.7496,OUT046,1997,Small,Tier 1,Supermarket Type1,8.317116,Food,16
FDH27,7.075,Low Fat,0.056708198,Dairy,142.2128,OUT046,1997,Small,Tier 1,Supermarket Type1,8.059555,Food,16
FDN39,19.35,Regular,0.063165486,Meat,166.0816,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.523861,Food,28
FDH40,11.6,Regular,0.07596941,Frozen Foods,79.9276,OUT046,1997,Small,Tier 1,Supermarket Type1,7.0363126,Food,16
FDJ56,8.985,Low Fat,0.16764341,Fruits and Vegetables,98.77,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.8997064,Food,28
DRN47,12.1,Low Fat,0.016754154,Hard Drinks,178.566,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.801094,Drinks,4
NCO17,10.0,Low Fat,0.070812315,Health and Hygiene,118.244,OUT046,1997,Small,Tier 1,Supermarket Type1,7.921685,Non-Consumables,16
FDX60,14.35,Low Fat,0.07766226,Baking Goods,81.896,OUT045,2002,Small,Tier 2,Supermarket Type1,6.778621,Food,11
FDT22,10.395,Low Fat,0.10640432,Snack Foods,58.222,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.490939,Food,14
FDX26,17.7,Low Fat,0.14301005,Dairy,182.6292,OUT019,1985,Small,Tier 1,Grocery Store,5.2063622,Food,28
FDG45,8.1,Low Fat,0.12038367,Fruits and Vegetables,211.4902,OUT013,1987,High,Tier 3,Supermarket Type1,8.191638,Food,26
FDD44,8.05,Regular,0.07546514,Fruits and Vegetables,256.4646,OUT035,2004,Small,Tier 2,Supermarket Type1,8.547391,Food,9
FDS15,9.195,Regular,0.07557317,Meat,108.7596,OUT017,2007,Small,Tier 2,Supermarket Type1,7.8588843,Food,6
FDL51,20.7,Regular,0.046582803,Dairy,212.5876,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.159545,Food,4
FDL32,15.7,Regular,0.116145834,Fruits and Vegetables,110.1544,OUT017,2007,Small,Tier 2,Supermarket Type1,7.115093,Food,6
FDZ07,15.1,Regular,0.079842746,Fruits and Vegetables,60.2194,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.458038,Food,28
NCW53,18.35,Low Fat,0.05201633,Health and Hygiene,193.8162,OUT019,1985,Small,Tier 1,Grocery Store,5.952808,Non-Consumables,28
NCA54,16.5,Low Fat,0.036057934,Household,180.0318,OUT045,2002,Small,Tier 2,Supermarket Type1,8.286395,Non-Consumables,11
FDX09,9.0,Low Fat,0.06319725,Snack Foods,176.437,OUT035,2004,Small,Tier 2,Supermarket Type1,8.957153,Food,9
FDO51,6.785,Regular,0.041091606,Meat,41.2112,OUT013,1987,High,Tier 3,Supermarket Type1,6.696556,Food,26
FDW49,19.5,Low Fat,0.07963201,Canned,178.6002,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.133856,Food,4
FDB27,7.575,Low Fat,0.05391048,Dairy,195.2768,OUT046,1997,Small,Tier 1,Supermarket Type1,8.650889,Food,16
FDF45,18.2,Regular,0.012120801,Fruits and Vegetables,57.7904,OUT013,1987,High,Tier 3,Supermarket Type1,7.289447,Food,26
FDV02,16.75,Low Fat,0.058736008,Dairy,169.8106,OUT013,1987,High,Tier 3,Supermarket Type1,8.086749,Food,26
FDY28,7.47,Regular,0.113954,Frozen Foods,214.3218,OUT035,2004,Small,Tier 2,Supermarket Type1,8.360408,Food,9
FDX31,20.35,Regular,0.014646032,Fruits and Vegetables,231.7958,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.589515,Food,28
FDR43,18.2,Low Fat,0.14902973,Fruits and Vegetables,38.019,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.1840863,Food,28
FDP51,13.85,Regular,0.082153425,Meat,119.4124,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.7194567,Food,4
FDL52,6.635,Regular,0.045308787,Frozen Foods,37.4506,OUT017,2007,Small,Tier 2,Supermarket Type1,7.0702724,Food,6
FDR44,6.11,Regular,0.09796201,Fruits and Vegetables,130.4968,OUT046,1997,Small,Tier 1,Supermarket Type1,8.167186,Food,16
FDB34,15.25,Low Fat,0.026257029,Snack Foods,86.2198,OUT035,2004,Small,Tier 2,Supermarket Type1,6.4143414,Food,9
FDC50,15.85,Low Fat,0.1224582,Canned,96.4094,OUT035,2004,Small,Tier 2,Supermarket Type1,7.121028,Food,9
FDT57,15.2,Low Fat,0.031363312,Snack Foods,235.1248,OUT010,1998,Small,Tier 3,Grocery Store,6.161312,Food,15
FDP22,14.65,Regular,0.07957519,Snack Foods,52.6666,OUT027,1985,Medium,Tier 3,Supermarket Type3,6.576097,Food,28
DRE49,20.75,Low Fat,0.02102737,Soft Drinks,150.5024,OUT046,1997,Small,Tier 1,Supermarket Type1,7.855793,Drinks,16
FDM40,10.195,Low Fat,0.14836566,Frozen Foods,143.2154,OUT046,1997,Small,Tier 1,Supermarket Type1,7.844898,Food,16
FDY32,7.605,Low Fat,0.12177785,Fruits and Vegetables,164.021,OUT045,2002,Small,Tier 2,Supermarket Type1,8.272546,Food,11
FDW07,18.0,Regular,0.13338411,Fruits and Vegetables,88.5514,OUT046,1997,Small,Tier 1,Supermarket Type1,6.6808076,Food,16
FDU02,13.35,Low Fat,0.16507742,Dairy,228.9352,OUT019,1985,Small,Tier 1,Grocery Store,6.82017,Food,28
NCF18,18.35,Low Fat,0.08540957,Household,191.3504,OUT045,2002,Small,Tier 2,Supermarket Type1,8.089408,Non-Consumables,11
FDQ56,6.59,Low Fat,0.10053422,Fruits and Vegetables,84.8908,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.425248,Food,14
